,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
224,0.78689563,0.78675765,0.78663087,0.7865512,0.78656083,0.7865618,0.78647846,0.78667146
225,0.7976844,0.797292,0.79738235,0.7970536,0.7973081,0.79702914,0.79703003,0.7971104
226,0.77318585,0.77316386,0.77314126,0.7731066,0.7730237,0.7729978,0.77302814,0.7730112
227,0.9848131,0.9848104,0.98480976,0.9848092,0.9848087,0.98480827,0.98480886,0.98480886
228,0.90049255,0.90043813,0.9006899,0.90025735,0.9002094,0.9002676,0.90047276,0.9003031
229,0.9871546,0.9871539,0.98715645,0.9871551,0.98715436,0.98715395,0.98715526,0.98715466
230,0.7689593,0.76889324,0.76878715,0.7687457,0.76872355,0.76868993,0.7686597,0.7686194
231,0.9671555,0.9671483,0.96714044,0.96713483,0.9671252,0.96711993,0.96712464,0.9671222
232,0.7700461,0.76998913,0.7698116,0.76974773,0.76968515,0.7697262,0.7696483,0.7696564
233,0.9807591,0.9807581,0.9807574,0.9807579,0.98075867,0.980757,0.9807569,0.9807572
234,0.9274194,0.92740923,0.9274259,0.9272894,0.927188,0.9272162,0.9272179,0.9272037
235,0.88346684,0.8834423,0.88350433,0.88323283,0.8831738,0.88310313,0.883,0.8829186
236,0.99527955,0.9952765,0.9952758,0.99527305,0.99527574,0.995274,0.9952751,0.99527466
237,0.9557591,0.9557327,0.9557121,0.9556371,0.9556196,0.9556244,0.95560867,0.9556168
238,0.7774137,0.77734727,0.7771769,0.7771175,0.77706623,0.77703375,0.7770228,0.7769567
239,0.9644957,0.96448606,0.96440125,0.964362,0.9643303,0.9643893,0.9643285,0.9643051
240,0.89775103,0.8978148,0.89781904,0.89758074,0.89752644,0.89769995,0.8976607,0.8976274
241,0.988535,0.98853445,0.9885337,0.9885339,0.9885336,0.9885351,0.9885353,0.9885351
242,0.7856031,0.78548324,0.7853269,0.78523874,0.7852236,0.7851907,0.78519917,0.7851644
243,0.99803257,0.99803126,0.9980315,0.9980302,0.9980312,0.99803144,0.9980296,0.9980289
244,0.8031492,0.8030955,0.8031616,0.802396,0.8025031,0.8028519,0.80265033,0.80237556
245,0.8804018,0.88048095,0.8803896,0.88023174,0.8802853,0.8803073,0.88019943,0.8801437
246,0.99822414,0.99822366,0.9982235,0.99822164,0.9982234,0.99822295,0.9982207,0.9982208
247,0.8785485,0.878581,0.87854147,0.8782268,0.8782427,0.8782432,0.87811387,0.8781082
248,0.95213,0.9521159,0.95206684,0.9520276,0.9519973,0.95201135,0.9519806,0.95199716
249,0.88913953,0.88921195,0.8890425,0.88894206,0.8888471,0.8887609,0.88878995,0.8886971
250,0.96252275,0.96252286,0.96248925,0.9624262,0.9624097,0.9624097,0.96240467,0.96235347
251,0.98035604,0.9803572,0.98035777,0.98035735,0.98035896,0.98035824,0.9803585,0.98035896
252,0.9914689,0.99146014,0.99146354,0.99145454,0.99145883,0.99146104,0.99145854,0.9914556
253,0.99749005,0.9974897,0.9974884,0.99748975,0.9974892,0.99749005,0.99748725,0.9974908
254,0.9076205,0.90780354,0.90773326,0.90741247,0.9073564,0.9074245,0.90748626,0.90730834
255,0.7796645,0.779532,0.77930397,0.77915627,0.77923065,0.7791517,0.7791824,0.77916086
